QF_Type	start	end	date_assessment	deviceid	informed_consent	gender_KI	comm_q1	comm_q2	comm_q3	comm_q4	comm_q5	comm_q6	comm_q6_other	comm_q7	comm_q8	comm_q9	comm_q9_other	comm_q10	comm_q11	comm_q12	comm_q13	comm_q14	comm_q15	comm_q16	comm_q16_other	comm_q17	comm_q18	comm_q19	comm_q20	comm_q21	comm_q22	comm_q23	comm_q24	comm_q25	comm_q26	comm_q27	comm_q28	comm_q29	comm_q30	comm_q31	comm_q32	comm_q33	comm_q34	comm_q35	comm_q36	comm_q37	comm_q38	comm_q39	comm_q40	comm_q41	comm_q42	comm_q43	comm_q44	comm_q45	food_market_active	nfi_market_active	mixed_market_active	active_markets	food_market_limited	nfi_market_limited	mixed_market_limited	limited_markets	food_market_closed	nfi_market_closed	mixed_market_closed	closed_markets	comm_q49	comm_q50	comm_q50_other	comm_q51	comm_q51_other	comm_q52	comm_q53	comm_q53_other	comm_q54	comm_q54_other	comm_q55	comm_q56	comm_q57	comm_q58	comm_q58_other	comm_q59	comm_q60	comm_q61	comm_q61_other	comm_q62	comm_q62_other	comm_q63	comm_q63_other	comm_q64	comm_q65	comm_q65_other	comm_q66	comm_q66_other	comm_q67	comm_q68	comm_q69	comm_q70	comm_q70_other	comm_q71	comm_q72	comm_q73	comm_q73_other	comm_q74	comm_q74_other	comm_q75	comm_q75_other	comm_q76	comm_q76_other	current_oblast	current_raion	current_village	gps_work	gpslocation	_gpslocation_latitude	_gpslocation_longitude	_gpslocation_altitude	_gpslocation_precision	location_manual	_id	_uuid	_submission_time	_index	Relevant Settlement	KOATUU	Relevant Community	Extracted Community	Latitude	Longitude
Community	2017-05-18T10:29:35.895+03	2017-05-18T11:17:14.241+03	2017-05-18	354619079756564	Yes	male	Yes, functioning		No	Бахмут	Yes	No challenges		3	Да	No health facilities available in the area; Security concerns around travel to health facility; No transportation\long distance to facility;		all equally	0-250	Yes, infrequently	no	Yes, daily	no	No problems		Fully available	35.0	20.0	32.0	20.0	5.0	999.0	65.0	75.0	105.0	90.0	21.0	9.0	9.0	21.0	7.0	999.0	999.0	999.0	999.0	16.0	13.0	25.0	50.0	19.0	999.0	7.0	20.0	28.0	0	0	1	1	0	0	0	0	0	0	0	0	Бахмут	Public bus service Private transport (own car, borrowed car)		Distance Security concerns in travelling			local (in this rayon) from other regions of Ukraine		Stable employment (salaried) Allowances (Social security\welfare)		Fully available	Fully available	Fully available	Cost		На местнои рынке	Горловка	Distance Problems transporting produce Security concerns		Cost of travelling to FSP Lack of FSPs (incl. ATMs) Technical issues at FSP (eg. Electronic systems not functioning)		Mines and ERW Presence of armed groups		No			Landmines\ERW are present;		Yes, insufficient	None of the known areas	Yes, sufficient	All available		No, required	Daily	piped drinking water		No		Public (paid) waste collection		Damage to infrastructure water shortages		Donetska	Bakhmutskyi	Luhanske	Yes	48.429905992275934 38.17479020747442 259.41620203766746 32.0	48.4299059923	38.1747902075	259.416202038	32.0		3725352	834bcd6b-a4b1-41f2-be13-cca7363a2683	2017-05-18T12:13:28	11	Novoluhanske	1420986201	Novoluhanske (GCA)	1	48.4299059923	38.1747902075
Community	2017-05-18T11:24:56.496+03	2017-05-18T11:48:15.658+03	2017-05-18	354619079756564	Yes	female	Yes, functioning		No	Бахмут	Yes	No challenges		2	Бахмут	No health facilities available in the area; High cost of transportation to health facility; No transportation\long distance to facility;		all equally	don’t know	Yes, infrequently	no	Yes, infrequently	no	Fuel too expensive		Fully available	999.0	999.0	30.0	16.0	5.0	999.0	55.0	100.0	60.0	100.0	999.0	9.0	9.0	14.0	999.0	999.0	999.0	999.0	999.0	999.0	10.0	42.0	50.0	999.0	999.0	10.0	999.0	37.0	0	0	1	1	0	0	0	0	0	0	0	0	Бахмут	Public bus service		Distance			local (in this rayon) from other regions of Ukraine		Stable employment (salaried) Allowances (Social security\welfare)		Fully available	Fully available	Fully available	Cost		Местный рынок	Горловка	Problems transporting produce Used to sell at markets which are now at NGCA		Distance to FSP Lack of FSPs (incl. ATMs)		Community tension Presence of armed groups		No			Not sure\don't know		Yes, insufficient		Yes, sufficient	All available		No, required	Daily	piped drinking water		Yes		Public (paid) waste collection		water shortages		Donetska	Bakhmutskyi	Luhanske	Yes	48.42575071896743 38.176609958091824 237.61862611760338 400.0	48.425750719	38.1766099581	237.618626118	400.0		3725355	de2c1c5f-d96b-4cf9-ab92-73595679de15	2017-05-18T12:13:31	12	Novoluhanske	1420986201	Novoluhanske (GCA)	1	48.425750719	38.1766099581
Community	2017-05-18T13:01:45.540+03	2017-05-18T14:46:30.680+03	2017-05-18	354619078917589	Yes	female	No	Камышеваха	No	Попасная	Yes	Distance to services is too big		0	Попасная	No health facilities available in the area; other (specify)	Нельзя дозвониться в скорую	all equally	don’t know	Yes, infrequently	no	The community has no water supply	No centralized heating in the community	No problems Fuel too expensive		Fully available	30.0	999.0	28.0	17.0	5.0	999.0	999.0	999.0	999.0	999.0	17.0	10.0	999.0	15.0	6.0	999.0	8.0	999.0	7.0	12.0	15.0	20.0	34.0	999.0	400.0	7.0	16.0	999.0	0	0	0	0	0	0	0	0	0	0	0	0	Попасная	Public bus service other (specify)	Поезд	Distance high prices Transport is too expensive		13.0	from the oblast from other regions of Ukraine		Unstable employment (daily) Farming		Fully available	Fully available	Fully available	Cost		Попасная	По месту, на трассе	Distance Problems transporting produce		Other (specify)	Все банки в Попасной	Community tension Freedom of movement		No			Landmines\ERW are not present		No		No	Registration servives Delivering pensions or social benefits		No, required	Weekly	well		No		Waste is left in the street\public area		other (specify)	Вода уходит с колодцев, качество воды не проверялась	Luhanska	Popasnianskyi	Oleksandropillia	Yes	48.676886662359536 38.36936190391022 229.6495074266788 24.0	48.6768866624	38.3693619039	229.649507427	24.0		3726616	3743f885-278b-465d-b07b-47fa226c0f70	2017-05-18T13:29:14	13	Oleksandropillia	4423856906	Oleksandropillia	0	48.6768866624	38.3693619039
Community	2017-05-18T14:06:00.976+03	2017-05-18T14:46:38.185+03	2017-05-18	354619078917589	Yes	female	No	Комышеваха	No	Попасная	Yes	No challenges		0	Комышеваха	No health facilities available in the area;		all equally	don’t know	Yes, infrequently	The community does not use gas	The community has no water supply	No centralized heating in the community	Fuel too expensive		Not available	999.0	999.0	27.0	16.0	5.0	999.0	999.0	999.0	999.0	999.0	17.0	7.0	7.5	999.0	999.0	999.0	999.0	999.0	999.0	20.0	999.0	999.0	999.0	8.0	400.0	999.0	999.0	999.0	0	0	0	0	0	0	0	0	0	0	0	0	Попасная	Public bus service other (specify)	Поезд	Distance			from other regions of Ukraine		Farming Allowances (Social security\welfare) other (specify)	Гуманитарная  помощь	Fully available	Fully available	Fully available	Cost Other (specify)	Рынки далеко	Между собой	Попасная, Комышеваха, Первомайск, вдоль трассы	Distance Other (specify)	Место на рынке дорогое	Distance to FSP		Community tension Freedom of movement		No			Landmines\ERW are not present		No		No	In-home social care Delivering pensions or social benefits		No, required	Weekly	well		Yes		other (specify)	Сжигают в своих печах	no problems		Luhanska	Popasnianskyi	Viktorivka	Yes	48.707726655145365 38.34922079035452 192.92822554295032 16.0	48.7077266551	38.3492207904	192.928225543	16.0		3726618	d9a2b766-b949-4013-bde6-72fbac5397a5	2017-05-18T13:29:16	14	Viktorivka	4423856902	Viktorivka	0	48.7077266551	38.3492207904
Community	2017-05-18T13:02:24.425+03	2017-05-18T16:42:17.394+03	2017-05-18	354619078917803	Yes	female	No	Камишеваха	No	Попасная	Don't know	No challenges		0	Попасная 2, врз	No health facilities available in the area; other (specify)	Нет в пос елке мед учереждений	all equally	don’t know	no	no	The community has no water supply	No centralized heating in the community	No problems		Fully available	32.0	16.0	30.0	17.0	5.0	999.0	999.0	999.0	40.0	125.0	24.0	7.0	7.0	8.0	4.0	8.0	8.0	999.0	8.0	14.0	15.0	24.0	32.0	999.0	999.0	6.0	16.0	999.0	0	0	0	0	0	0	0	0	0	0	0	0	Попасная	other (specify)	Дизель	Distance			local (in this rayon) from other regions of Ukraine		Unstable employment (daily) Farming other (specify)	Работают в Попасной и врз	Fully available	Fully available	Fully available	Cost		На ринке в Попасной	Там же в Попасной	Distance Problems transporting produce		Queues		No concerns No concerns		No			Landmines\ERW are not present		No		No	Delivering pensions or social benefits Other (specify)	Получают пенсии в Попасной	Don't know	Daily	well		No		Waste is disposed of at designated waste management site other (specify)	Свалка за поселком	no problems		Luhanska	Popasnianskyi	Settlement is not on the list	Yes	48.6766179687756 38.3692297540324 228.23591636412002 32.0	48.6766179688	38.369229754	228.235916364	32.0		3727275	fe4db8de-08fb-4b2e-b348-be3213f43f20	2017-05-18T13:53:34	15	Oleksandropillia	4423856906	Oleksandropillia	0	48.6766179688	38.369229754
Community	2017-05-18T14:07:23.173+03	2017-05-18T16:53:24.532+03	2017-05-18	354619078917803	Yes	female	No	Камишеваха	No	Попасная	No	Distance to services is too big other (specify)	Но ездит автобус	0	Камишеваха	No health facilities available in the area; other (specify)	Приходится добираться школьним автобусом	all equally	don’t know	no	The community does not use gas	The community has no water supply	No centralized heating in the community	Fuel too expensive other (specify)	Топливо предоставили НГО	Fully available	999.0	999.0	999.0	17.0	7.0	999.0	999.0	999.0	60.0	999.0	19.0	9.0	999.0	10.0	999.0	999.0	999.0	999.0	999.0	7.0	15.0	20.0	999.0	9.0	999.0	5.0	999.0	999.0	0	0	0	0	0	0	0	0	0	0	0	0	Ларек , ездят в Камишеваху	Walking other (specify)	От переезда ходит автобус	Distance high prices Transport is too expensive		30.0	from other regions of Ukraine		Allowances (Social security\welfare) other (specify)	Помощь от НГО	Fully available	Fully available	Fully available	Cost		Попасная	Попасная	Problems transporting produce		Distance to FSP Cost of travelling to FSP		No concerns No concerns		No			Landmines\ERW are not present		No		No	In-home social care Delivering pensions or social benefits Other (specify)	Пенсии доставляют в Камишеваху	No, not required	never happened	Other (specify)	Вода плохого  качества, с водой проблема, носят вручную	No		Waste is buried or burned		water shortages other (specify)	Скважин нет, вода горькая	Luhanska	Popasnianskyi	Viktorivka	Yes	48.7077306368667 38.349034257691706 205.1639769421061 32.0	48.7077306369	38.3490342577	205.163976942	32.0		3727280	7edb50f3-c3a2-4863-a716-5189fb9aa9ad	2017-05-18T13:53:36	16	Viktorivka	4423856902	Viktorivka	0	48.7077306369	38.3490342577
Community	2017-05-18T11:12:37.630+03	2017-05-18T16:08:50.313+03	2017-05-18	354619079753975	Yes	female	Don't know		No	999	Yes	Don't know\Not sure		1	Едем в Попасную	No health facilities available in the area; Old age;		disabled male disabled female elderly male elderly female	don’t know	no	no	The community has no water supply	No centralized heating in the community	Fuel too expensive		Don't know	999.0	999.0	22.0	999.0	4.0	999.0	999.0	999.0	64.0	999.0	999.0	6.9	5.2	10.0	999.0	2.5	999.0	999.0	999.0	999.0	12.0	17.0	40.0	6.5	999.0	999.0	17.0	999.0	1	0	1	2	1	0	1	2	1	0	1	2	Магазин	Public bus service		Distance high prices Transport is too expensive		24.0	local (in this rayon) from other regions of Ukraine other (specify)	999	Farming Allowances (Social security\welfare) Sale of humanitarian aid Cash from humanitarian organisations		Limited availability	Fully available	Fully available	Cost		В сообще  между знакомими	В сообществе	Don't know		No problems		No concerns		No			Landmines\ERW are not present		No		No	In-home social care Delivering pensions or social benefits		No, not required	Daily	well		No		Waste is buried or burned		no problems		Luhanska	Popasnianskyi	Komyshuvakha	No						Тургенева 6	3727544	b847a579-7e06-47f5-88bd-03f7f1b23f33	2017-05-18T13:57:24	17	Komyshuvakha	4423856900	Komyshuvakha	0	48.691607	38.379622
Community	2017-05-18T12:56:37.125+03	2017-05-18T16:10:22.453+03	2017-05-18	354619079753975	Yes	female	No	Попасная	No	Попасная	Yes	Distance to services is too big		1	А соседям за ліками	High cost of transportation to health facility; No transportation\long distance to facility;		all equally	don’t know	no	The community does not use gas	The community has no water supply	No centralized heating in the community	Fuel too expensive		Not available	35.0	12.0	26.0	16.0	999.0	999.0	60.0	999.0	68.0	999.0	16.0	8.0	6.8	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	26.0	999.0	13.0	500.0	4.0	18.75	50.0	0	0	0	0	0	0	0	0	0	0	0	0	Магазин	Private bus service Public bus service Private transport (own car, borrowed car) Bicycle		Distance high prices			local (in this rayon)		Stable employment (salaried) Unstable employment (daily) Farming Allowances (Social security\welfare)		Don't know	Fully available	Fully available	Cost		Продажа соседям	На ринку или по соседям	Distance Problems transporting produce		Distance to FSP Cost of travelling to FSP		No concerns		No			Landmines\ERW are not present		Yes, sufficient		No	In-home social care		Don't know	Daily	well		No		Waste is buried or burned		no problems		Luhanska	Popasnianskyi	Komyshuvakha	Yes	48.699210615068615 38.433333908702686 179.6418410263415 6.0	48.6992106151	38.4333339087	179.641841026	6.0		3727546	202a91b2-e86d-4e4d-8d76-032d50053fcb	2017-05-18T13:57:25	18	Komyshuvakha	4423856900	Komyshuvakha	0	48.6992106151	38.4333339087
Community	2017-05-18T13:03:23.865+03	2017-05-18T15:16:37.011+03	2017-05-18	354619079752720	Yes	male	No	Комышеваха	No	Попасная	Yes	Distance to services is too big		0	Попасная	No health facilities available in the area; No transportation\long distance to facility;		disabled male elderly male elderly female	don’t know	Yes, weekly	no	The community has no water supply	No centralized heating in the community	Fuel too expensive		Limited availability	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	9.0	9.0	10.0	8.0	999.0	999.0	999.0	999.0	999.0	12.0	999.0	50.0	8.0	150.0	999.0	999.0	999.0	0	0	0	0	0	0	0	0	0	0	0	0	Рынок Попасная	Public bus service		Distance high prices			from other regions of Ukraine		Farming Allowances (Social security\welfare)		Limited availability	Fully available	Fully available	Cost		Рынок Попасная	Рынок Попасная	Distance		Distance to FSP Queues Technical issues at FSP (eg. Electronic systems not functioning)		Community tension Mines and ERW		No			other (specify)	Были ликвидированы	No		No	In-home social care Registration servives Delivering pensions or social benefits		No, required	Daily	well		No		Waste is buried or burned Waste is left in the street\public area		No water to flush water shortages		Luhanska	Popasnianskyi	Oleksandropillia	No						ул .Совхозная ,5	3727713	91bd78f0-6150-4839-ae9d-6ad249b77013	2017-05-18T14:04:35	19	Oleksandropillia	4423856906	Oleksandropillia	0	48.673393	38.364701
Community	2017-05-18T14:08:01.488+03	2017-05-18T16:40:06.103+03	2017-05-18	354619079752720	Yes	female	No	пос.Комышеваха	No	Попасная	Yes	other (specify)	Учебники,нет горячих обедов	0	пос.Комышеваха	No health facilities available in the area; other (specify)	Нет узких специалистов в ближайшем МУ(Комышеваха)	all equally	don’t know	Yes, infrequently	The community does not use gas	The community has no water supply	No centralized heating in the community	Fuel too expensive Delivery problems		Limited availability	29.0	12.0	31.0	17.0	6.0	999.0	999.0	55.0	40.0	90.0	20.0	9.0	9.0	10.0	8.0	11.0	999.0	999.0	10.0	8.0	10.0	18.0	36.0	11.0	999.0	4.0	18.0	25.0	0	0	0	0	0	0	0	0	0	0	0	0	Попасная	Public bus service		Distance			from other regions of Ukraine		Farming Allowances (Social security\welfare)		Limited availability	Limited availability	Limited availability	Cost		Ранок Попасная (некоторые)	рынок Попасная	Distance		Distance to FSP Queues Technical issues at FSP (eg. Electronic systems not functioning)		Community tension Mines and ERW Presence of armed groups		No			Landmines\ERW are not present		No		No	In-home social care Registration servives Delivering pensions or social benefits		No, required	Daily	well		No		Waste is buried or burned Waste is left in the street\public area		No water to flush water shortages		Luhanska	Popasnianskyi	Viktorivka	Yes	48.707782348719014 38.349221837500025 208.339375715861 6.0	48.7077823487	38.3492218375	208.339375716	6.0		3727714	ca0ca75d-8a63-46cc-964d-0e2e465408f1	2017-05-18T14:04:36	20	Viktorivka	4423856902	Viktorivka	0	48.7077823487	38.3492218375
Community	2017-05-18T11:06:17.609+03	2017-05-18T11:38:06.931+03	2017-05-18	354619078933503	Yes	female	Yes, functioning		No	Попасная	Yes	No challenges		1	Попасная	No health facilities available in the area; High cost of transportation to health facility; Disability\injuries\illness;		all equally	don’t know	no	Don't know	Yes, daily	No centralized heating in the community	Fuel too expensive		Fully available	999.0	10.0	999.0	18.5	6.0	999.0	60.0	60.0	40.0	60.0	25.0	8.5	8.5	10.0	999.0	999.0	999.0	999.0	999.0	15.0	15.0	30.0	50.0	9.0	999.0	8.0	25.0	999.0	0	0	1	1	0	0	0	0	0	0	0	0	Попасная	Private bus service other (specify)	Поезд	Distance poor product selection			local (in this rayon) from the oblast from other regions of Ukraine		Allowances (Social security\welfare) Support from family\friends		Fully available	Fully available	Fully available	Cost		Попасная	Попасная	Distance		Distance to FSP Lack of FSPs (incl. ATMs) Other (specify)	Нет в селении	No concerns		No			Landmines\ERW are not present		No		Yes, insufficient	All available		No, required	Daily	well		No		Public (paid) waste collection Waste is buried or burned		No water to flush Damage to infrastructure water shortages		Luhanska	Popasnianskyi	Komyshuvakha	Yes	48.69589355309944 38.38686084006595 256.9309668075433 12.0	48.6958935531	38.3868608401	256.930966808	12.0		3727891	35edab3c-ecd1-4696-8170-7f6a038d8b05	2017-05-18T14:10:30	21	Komyshuvakha	4423856900	Komyshuvakha	0	48.6958935531	38.3868608401
Community	2017-05-18T12:31:37.047+03	2017-05-18T13:17:24.622+03	2017-05-18	354619078917910	Yes	female	Yes, functioning		No	Попасная	Yes	No challenges		1	Заказывают из попасной  медикаменты	No difficulties of access reported;		no issues	0-250	Yes, infrequently	The community does not use gas	The community has no water supply	No centralized heating in the community	Fuel too expensive		Fully available	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	8.0	7.0	10.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	0	0	1	1	0	0	0	0	0	0	0	0	Попасная, горское.	Public bus service other (specify)	Автобус рейсовый	No challenges			local (in this rayon)		Stable employment (salaried) Allowances (Social security\welfare)		Fully available	Fully available	Fully available	Don't know		Не продают	Не продают	No problems		Distance to FSP		No concerns No concerns		No			other (specify)	Все что было известно - разминиировано	Yes, insufficient		Yes, insufficient	Other (specify)	Оформление док.в попасной	No, not required	Weekly	well		No		Waste is buried or burned		no problems		Luhanska	Popasnianskyi	Komyshuvakha	Yes	48.69910664894841 38.433366539744895 176.3662373370976 16.0	48.6991066489	38.4333665397	176.366237337	16.0		3728374	9eef60ad-cba7-4d3e-a832-ae69dfe49684	2017-05-18T14:29:52	22	Komyshuvakha	4423856900	Komyshuvakha	0	48.6991066489	38.4333665397
Community	2017-05-18T16:30:56.830+03	2017-05-18T17:08:03.339+03	2017-05-18	354619078917910	Yes	male	Yes, functioning		Yes, functioning		Yes	No challenges		6	Попасгая	High cost of transportation to health facility; other (specify)	Отсутствует неотложная пом.	all equally	>2000	Yes, infrequently	no	no	no	Fuel too expensive		Fully available	30.0	15.0	30.0	13.0	999.0	999.0	60.0	999.0	50.0	999.0	30.0	9.0	8.0	15.0	999.0	999.0	999.0	999.0	999.0	999.0	15.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	1	0	1	2	0	0	0	0	0	0	0	0	Магазин	Private bus service Public bus service Private transport (own car, borrowed car) Mototransport Bicycle Walking		Distance Transport is too expensive		15.0	local (in this rayon) from the oblast		Unstable employment (daily) Allowances (Social security\welfare)		Fully available	Fully available	Fully available	Don't know		Не продают	Не продают	No problems		Queues		other (specify)	Постоянные обстрелы	No			Landmines\ERW are not present		Yes, insufficient		Yes, sufficient	In-home social care Other (specify)	Брльшие очереди в соц.службах	Yes, sufficient	Weekly	piped drinking water		Yes		Private (paid) waste collection		no problems		Luhanska	Popasnianskyi	Komyshuvakha	No						Донецка 4	3728382	52ef4a8b-aed6-459c-91af-e0fe709ee598	2017-05-18T14:29:55	23	Komyshuvakha	4423856900	Komyshuvakha	0	48.6991	38.377035
Community	2017-05-17T12:20:35.430+03	2017-05-17T12:43:55.545+03	2017-05-17	354619079753736	Yes	female	Yes, functioning		No	Бахмут	Yes	No challenges		3	Бахмут	High cost of transportation to health facility; Health care services are too expensive;		all equally	0-250	no	no	no	no	No problems		Fully available	999.0	12.5	32.0	18.0	4.0	130.0	54.0	50.0	70.0	90.0	999.0	10.5	12.0	20.0	9.0	6.0	5.0	4.5	6.0	8.0	18.0	22.0	30.0	10.0	999.0	12.0	999.0	21.0	0	0	1	1	0	0	1	1	0	0	0	0	Бахмут	Walking		No challenges			local (in this rayon) from other regions of Ukraine		Stable employment (salaried) Unstable employment (daily) Allowances (Social security\welfare) Cash from humanitarian organisations		Fully available	Fully available	Fully available	Cost		Не выращивают	Не выращивают	No problems		Cost of travelling to FSP Lack of FSPs (incl. ATMs) FSPs do not offer necessary services		Community tension Presence of armed groups		No			Landmines\ERW are present;		Yes, sufficient	None of the known areas	Yes, insufficient	All available		Yes, insufficient	Daily	piped drinking water		No		Public (paid) waste collection		no problems		Donetska	Bakhmutskyi	Svitlodarsk	Yes	48.43619837413355 38.22500762857862 169.49229686402444 64.0	48.4361983741	38.2250076286	169.492296864	64.0		3698055	4b8ce182-4b85-4123-80c0-e19b03999d5a	2017-05-17T11:38:21	1	Svitlodarsk	1420910600	Svitlodarsk	0	48.4361983741	38.2250076286
Community	2017-05-17T11:38:30.175+03	2017-05-17T12:14:25.598+03	2017-05-17	354619079756424	Yes	female	Yes, functioning		No	Бахмут	No	No challenges		4	Хватает	other (specify)	Со сложными заболеваниями обращаются в Бахмут	elderly male elderly female	0-250	no	no	no	no	No problems Fuel too expensive		Limited availability	35.0	15.0	35.0	17.0	6.0	120.0	70.0	85.0	75.0	90.0	25.0	13.0	11.0	18.0	7.0	4.0	5.0	5.0	8.0	10.0	9.0	35.0	50.0	10.0	350.0	6.0	25.0	25.0	1	0	0	1	0	0	0	0	0	0	0	0	В магазин, ездят в Бахмут	Bicycle Walking		poor product selection			local (in this rayon) from other regions of Ukraine		Unstable employment (daily) Allowances (Social security\welfare)		Fully available	Fully available	Fully available	Poor quality		На рынке	На рынке	No problems		Lack of FSPs (incl. ATMs) FSPs do not offer necessary services Technical issues at FSP (eg. Electronic systems not functioning)		Community tension		Yes	Intimidation on basis of sex Sexual harassment		Landmines\ERW are not present		Yes, sufficient		Yes, sufficient	In-home social care Delivering pensions or social benefits		Yes, sufficient	Daily	piped drinking water		Yes		Public (paid) waste collection		no problems		Donetska	Bakhmutskyi	Svitlodarsk	Yes	48.4361394032231 38.21564087193752 207.79610163367573 250.0	48.4361394032	38.2156408719	207.796101634	250.0		3698758	4d8692f7-7aef-4505-8eef-50afcf50ac4a	2017-05-17T12:26:19	2	Svitlodarsk	1420910600	Svitlodarsk	0	48.4361394032	38.2156408719
Community	2017-05-17T12:02:34.491+03	2017-05-17T12:27:38.012+03	2017-05-17	354619079757273	Yes	female	Yes, functioning		No	Артемовск	No	No challenges		3	Артемовск	No health facilities available in the area; High cost of transportation to health facility; Old age;		disabled male disabled female elderly male elderly female female children male children	501-750	Yes, infrequently	no	Yes, infrequently	no	Fuel too expensive		Fully available	30.0	10.0	35.0	18.0	4.0	95.0	65.0	70.0	55.0	98.0	35.0	9.5	10.0	12.0	11.0	8.0	15.0	3.0	8.0	9.0	8.5	25.0	35.0	17.0	70.0	5.0	14.0	25.0	0	0	1	1	0	0	1	1	0	0	0	0	Бахмут	Private bus service Public bus service		Other (specify)	Дороги плохие		local (in this rayon) from other regions of Ukraine other (specify)	Бахмут Краматорск	Stable employment (salaried) Farming Allowances (Social security\welfare)		Fully available	Fully available	Fully available	Cost Poor quality Insufficient selection		Рынок	Рынок    Бахмут	Distance Problems transporting produce Security concerns		Distance to FSP Cost of travelling to FSP Lack of FSPs (incl. ATMs)		Community tension		No			Landmines\ERW are not present		Yes, sufficient		Yes, insufficient	In-home social care Registration servives		Yes, insufficient	Daily	piped drinking water		Yes		Public (paid) waste collection		no problems		Donetska	Bakhmutskyi	Svitlodarsk	Yes	48.43637748406104 38.22463521256955 196.86382795101753 32.0	48.4363774841	38.2246352126	196.863827951	32.0		3698772	25305342-dcc1-460c-ab5c-9bfab3888d53	2017-05-17T12:26:36	3	Svitlodarsk	1420910600	Svitlodarsk	0	48.4363774841	38.2246352126
Community	2017-05-17T10:31:41.317+03	2017-05-17T11:19:25.951+03	2017-05-17	354619079759782	Yes	female	No	В г.Светлодарске	No	В г.Бахмут	Yes	No challenges		0	В г.Светлодарск. г.Бахмут	No health facilities available in the area; Security concerns around travel to health facility; High cost of transportation to health facility;		disabled male disabled female elderly male elderly female pregnant women female children male children all equally	don’t know	Yes, daily	Yes, infrequently	Yes, daily	No centralized heating in the community	Fuel too expensive Fuel not available Delivery problems other (specify)	Опасность в доступе у дровам	Limited availability	37.5	13.5	33.0	20.5	7.0	75.0	79.0	70.0	81.0	85.0	21.0	10.5	8.0	23.0	8.0	9.0	6.5	6.5	12.0	10.5	9.5	31.5	37.0	11.0	420.0	5.0	17.0	32.0	0	0	0	0	0	0	0	0	0	0	0	0	Ездят в г.Бахмут	Private bus service Public bus service Private transport (own car, borrowed car)		Distance Security concerns in travelling high prices			local (in this rayon) from the oblast from other regions of Ukraine		Self-employment (not farming) Farming Allowances (Social security\welfare) Support from family\friends		Fully available	Fully available	Fully available	Cost Availability Poor quality		По соседям. Рынок в Светлодарске	В г.Дебальцево. г. Горловка	Problems transporting produce Security concerns Used to sell at markets which are now at NGCA		Distance to FSP Cost of travelling to FSP Other (specify)	Полное отсутствие финансовых услуг	Mines and ERW Pillage\destruction of property Lack of Psycho-Social Support		No			Landmines\ERW are present;		Yes, sufficient	None of the known areas	No	All available		Yes, insufficient	Daily	well		No		Waste is buried or burned Waste is disposed of at designated waste management site		Damage to infrastructure water shortages		Donetska	Bakhmutskyi	Luhanske	Yes	48.44451938995109 38.255456556347944 169.24443996899353 16.0	48.44451939	38.2554565563	169.244439969	16.0		3698775	f4b1fd13-99ab-4ea3-a992-f737d9dd2b06	2017-05-17T12:26:56	4	Luhanske	1420955400	Luhanske	0	48.44451939	38.2554565563
