	start	end	date_assessment	deviceid	enum_id	facility_name	facility_type	facility_status	current_oblast	current_raion	current_village	gps_work	gpslocation	_gpslocation_latitude	_gpslocation_longitude	_gpslocation_altitude	_gpslocation_precision	location_manual	_id	_uuid	_submission_time	_index
208	2017-05-30T11:36:40.861+03	2017-05-30T11:37:37.249+03	2017-05-30	354619079756564	Slov 004	Рынок	Marketplace	Active / operating	Donetska	Volnovaskyi	Hranitne	Yes	47.45827451327469 37.866619671355686 62.554193898775715 32.0	47.4582745133	37.8666196714	62.5541938988	32.0		3957195	68fd3d57-1808-47dd-9afa-c8d9db588242	2017-05-30T12:23:15	209
209	2017-05-30T14:33:49.174+03	2017-05-30T14:35:08.295+03	2017-05-30	354619078917910	SIEV_04	Магазин	Supermarket	Active / operating	Luhanska	Stanychno-Luhanskyi	Stanytsia Luhanska	Yes	48.664908347111115 39.50312430133876 131.62884657987274 12.0	48.6649083471	39.5031243013	131.62884658	12.0		3960092	1d28ce1f-0e6a-4c6f-b216-8bab08b15e83	2017-05-30T14:22:14	210
210	2017-05-30T13:28:42.753+03	2017-05-30T13:29:35.922+03	2017-05-30	354619078917803	Siev_02	ПриватБанк	Bank	Active / operating	Luhanska	Stanychno-Luhanskyi	Stanytsia Luhanska	Yes	48.64281991490511 39.49678669537559 88.63632557435278 16.0	48.6428199149	39.4967866954	88.6363255744	16.0		3960136	fe36a8e2-cd46-4b72-9171-10ebb605da84	2017-05-30T14:25:24	211
211	2017-05-30T13:30:21.302+03	2017-05-30T13:31:02.656+03	2017-05-30	354619078917803	Siev_02	Аптека	Pharmacy	Active / operating	Luhanska	Stanychno-Luhanskyi	Stanytsia Luhanska	Yes	48.64250949781593 39.49655788087071 47.66211225357323 32.0	48.6425094978	39.4965578809	47.6621122536	32.0		3960137	c76f30d4-48df-4ec0-acf8-a896b861512d	2017-05-30T14:25:25	212
212	2017-05-31T10:17:41.261+03	2017-05-31T10:18:35.078+03	2017-05-31	354619079757273	Slov 003	Аптека	Pharmacy	Closed permanently	Donetska	Volnovaskyi	Chermalyk	Yes	47.314472099370974 37.808047175338494 94.56545569842514 16.0	47.3144720994	37.8080471753	94.5654556984	16.0		3974697	94184f2a-7af7-40ef-8bae-556def14f09c	2017-05-31T12:37:38	213
213	2017-05-31T10:23:28.720+03	2017-05-31T10:24:21.750+03	2017-05-31	354619079757273	Slov 003	Почта	Post office	Active / operating	Donetska	Volnovaskyi	Chermalyk	Yes	47.31419795854255 37.808828811346835 77.35582397633358 48.0	47.3141979585	37.8088288113	77.3558239763	48.0		3974698	73420870-6264-46a1-8cbf-dd463f849592	2017-05-31T12:37:39	214
214	2017-05-31T11:14:08.629+03	2017-05-31T11:15:01.299+03	2017-05-31	354619079757273	Slov 003	Магазин продукты	Supermarket	Active / operating	Donetska	Volnovaskyi	Chermalyk	Yes	47.31408124376826 37.80105097238314 91.81997721004217 16.0	47.3140812438	37.8010509724	91.81997721	16.0		3974701	7c19f302-b205-47c8-8be8-d940df04eed2	2017-05-31T12:37:41	215
215	2017-05-31T11:36:07.772+03	2017-05-31T11:37:30.434+03	2017-05-31	354619079757273	Slov 003	Магазин	Supermarket	Active / operating	Donetska	Volnovaskyi	Orlovske	Yes	47.261192373732804 37.74360660654848 69.10201927082787 16.0	47.2611923737	37.7436066065	69.1020192708	16.0		3974702	fc2c8174-5d28-4bdf-b16a-6fd3b354d8e4	2017-05-31T12:37:42	216
216	2017-05-31T09:01:37.003+03	2017-05-31T09:02:54.005+03	2017-05-31	354619079756564	Slov 004	Продукты	Supermarket	Active / operating	Donetska	Volnovaskyi	Pavlopil	Yes	47.26507209580119 37.77929465392657 61.12153849443124 32.0	47.2650720958	37.7792946539	61.1215384944	32.0		3974709	3a479f26-736f-457d-a70a-a6fc24cefd89	2017-05-31T12:38:15	217
217	2017-05-31T09:58:42.388+03	2017-05-31T10:00:39.360+03	2017-05-31	354619079756564	Slov 004	Дет сад	Kindergarten	Closed permanently	Donetska	Volnovaskyi	Pavlopil	Yes	47.26216877436576 37.77874573029487 57.443940839483616 48.0	47.2621687744	37.7787457303	57.4439408395	48.0		3974711	db35c6ed-810d-4864-bf3c-a4c1a1e81b61	2017-05-31T12:38:17	218
218	2017-05-31T10:04:58.983+03	2017-05-31T10:08:03.097+03	2017-05-31	354619079756564	Slov 004	Контрольно пропускной пункт (пищевик)	Government building	Active / operating	Donetska	Volnovaskyi	Pyshchevyk	Yes	47.242247302905284 37.78707524245819 51.18145641481621 48.0	47.2422473029	37.7870752425	51.1814564148	48.0		3974712	2c826684-bb4e-4c53-bba2-19882e76999b	2017-05-31T12:38:18	219
219	2017-06-01T10:15:37.585+03	2017-06-01T10:16:43.739+03	2017-06-01	354619079759782	"SLOV
007"	Торгова точка	Supermarket	Active / operating	Donetska	Volnovaskyi	Berdianske	Yes	47.08869725183596 37.78400938506206 -0.6052340832136738 32.0	47.0886972518	37.7840093851	-0.605234083214	32.0		3989625	a807bf2e-5908-4823-910c-58390ff3e811	2017-06-01T12:24:51	220
220	2017-06-01T10:48:50.026+03	2017-06-01T10:49:59.161+03	2017-06-01	354619079756564	Slov 004	Продукты	Supermarket	Active / operating	Donetska	Volnovaskyi	Lebedynske	Yes	47.12690076990189 37.75281110506322 96.89264753537833 16.0	47.1269007699	37.7528111051	96.8926475354	16.0		3989640	58531a2c-7862-4bd2-a235-a6bf8111f016	2017-06-01T12:26:35	221
221	2017-06-01T11:06:08.104+03	2017-06-01T11:07:06.734+03	2017-06-01	354619079756564	Slov 004	Школа	School	Closed permanently	Donetska	Volnovaskyi	Lebedynske	Yes	47.12679180669486 37.751202163767914 110.9777985618759 8.0	47.1267918067	37.7512021638	110.977798562	8.0		3989642	918b8453-32bd-4d51-809f-d8dba6139fa4	2017-06-01T12:26:37	222
222	2017-06-01T11:20:00.411+03	2017-06-01T11:21:11.753+03	2017-06-01	354619079758131	Slov 006	Дом культуры	Government building	Active / operating	Donetska	Volnovaskyi	Lebedynske	Yes	47.1268085144997 37.753273206604014 77.78874821164288 16.0	47.1268085145	37.7532732066	77.7887482116	16.0		3989918	36f6856f-6739-413a-9e41-bd753f53c1c3	2017-06-01T12:42:02	223
223	2017-06-01T11:29:55.325+03	2017-06-01T11:30:58.919+03	2017-06-01	354619079758131	Slov 006	Почта	Post office	Closed permanently	Donetska	Volnovaskyi	Lebedynske	Yes	47.12645482372703 37.752746718019345 51.8117112230383 32.0	47.1264548237	37.752746718	51.811711223	32.0		3989920	74aaedcb-842d-4df1-b966-cbbdc68df651	2017-06-01T12:42:03	224
224	2017-06-01T10:35:35.004+03	2017-06-01T10:36:34.600+03	2017-06-01	354619079757273	Slov 003	Магазин продукты	Supermarket	Active / operating	Donetska	Mariupolska	Talakivka	Yes	47.19380545773014 37.72553752984606 64.3031921479843 12.0	47.1938054577	37.7255375298	64.303192148	12.0		3990313	84b76edd-609a-4e5a-a942-fac9d5deb6e6	2017-06-01T13:16:48	225
225	2017-06-01T10:37:04.162+03	2017-06-01T10:38:18.041+03	2017-06-01	354619079757273	Slov003	Рынок	Marketplace	Active / operating	Donetska	Mariupolska	Talakivka	Yes	47.19370146542983 37.72536636468664 34.06343686645526 16.0	47.1937014654	37.7253663647	34.0634368665	16.0		3990316	5ddaa9a4-b753-4740-b1d6-b585b2c2a964	2017-06-01T13:16:49	226
226	2017-06-01T10:43:53.461+03	2017-06-01T10:44:44.296+03	2017-06-01	354619079757273	Slov 003	Аптека	Pharmacy	Active / operating	Donetska	Mariupolska	Talakivka	Yes	47.19392721500235 37.72536432441122 49.82208703287883 32.0	47.193927215	37.7253643244	49.8220870329	32.0		3990317	5c250c65-807d-4c2e-aed8-3e9ba151f112	2017-06-01T13:16:50	227
227	2017-06-01T10:49:36.196+03	2017-06-01T10:50:45.583+03	2017-06-01	354619079757273	Slov 003	Магазин продукты	Supermarket	Active / operating	Donetska	Mariupolska	Hnutove	Yes	47.20673464634135 37.750131645415216 40.87641600510289 16.0	47.2067346463	37.7501316454	40.8764160051	16.0		3990318	48136eb7-a9ef-4167-8e93-8afb27119f85	2017-06-01T13:16:51	228
228	2017-06-01T10:51:32.706+03	2017-06-01T10:52:40.674+03	2017-06-01	354619079757273	Slov 003	Магазин хозтовары	Supermarket	Active / operating	Donetska	Mariupolska	Hnutove	Yes	47.206752203002246 37.749768724103006 29.78516069911458 16.0	47.206752203	37.7497687241	29.7851606991	16.0		3990320	cd0e3ef1-9ecf-413f-b40c-f6d47a99e9e0	2017-06-01T13:16:52	229
229	2017-06-01T11:44:57.218+03	2017-06-01T11:46:03.637+03	2017-06-01	354619079757273	Slov 003	Магазин	Supermarket	Active / operating	Donetska	Mariupolska	Talakivka	Yes	47.19440248612179 37.72495263302365 42.52819779265644 16.0	47.1944024861	37.724952633	42.5281977927	16.0		3990323	e6c69196-c1e6-4f99-81d2-f15d126ff518	2017-06-01T13:16:54	230
230	2017-06-01T11:47:30.432+03	2017-06-01T11:48:24.699+03	2017-06-01	354619079757273	Slov 003	Почта	Post office	Active / operating	Donetska	Mariupolska	Talakivka	Yes	47.19476638918022 37.72584980291652 37.776407884978724 48.0	47.1947663892	37.7258498029	37.776407885	48.0		3990324	18dca543-f542-48be-ad92-c6f7f7ca3b62	2017-06-01T13:16:55	231
231	2017-06-01T11:54:42.923+03	2017-06-01T11:56:06.631+03	2017-06-01	354619079757273	Slov 003	Хозтовары.продукты	Supermarket	Active / operating	Donetska	Mariupolska	Talakivka	Yes	47.18820924770823 37.72265614931289 31.489803218957096 32.0	47.1882092477	37.7226561493	31.489803219	32.0		3990325	83615186-24cc-46e6-8f04-bea3749c9c35	2017-06-01T13:16:56	232
232	2017-06-01T12:07:00.769+03	2017-06-01T12:07:52.898+03	2017-06-01	354619078917589	SIEV_07	Магазин	Supermarket	Active / operating	Luhanska	Stanychno-Luhanskyi	Makarove	Yes	48.68422915525737 39.517945966972775 72.94422816910703 16.0	48.6842291553	39.517945967	72.9442281691	16.0		3990660	f78ba03b-d6e2-4a80-903c-885688e2bae5	2017-06-01T13:49:36	233
233	2017-06-01T12:08:04.110+03	2017-06-01T12:08:57.165+03	2017-06-01	354619078917589	SIEV_07	Автобусная остановка	Bus station	Active / operating	Luhanska	Stanychno-Luhanskyi	Makarove	Yes	48.68592454682377 39.51890822524382 56.4121188446999 16.0	48.6859245468	39.5189082252	56.4121188447	16.0		3990661	34adafd8-f5b6-4cca-a379-f7bc891069e3	2017-06-01T13:49:37	234
234	2017-06-01T12:09:04.017+03	2017-06-01T12:09:41.082+03	2017-06-01	354619078917589	SIEV_07	Ермак	Supermarket	Active / operating	Luhanska	Stanychno-Luhanskyi	Makarove	Yes	48.68553494355485 39.51892751108624 107.28513382633676 32.0	48.6855349436	39.5189275111	107.285133826	32.0		3990662	85ba6123-91ef-4c8d-8b91-7d4e31e43471	2017-06-01T13:49:39	235
235	2017-06-01T12:52:13.649+03	2017-06-01T12:55:59.975+03	2017-06-01	354619078917589	SIEV_07	Катюша	Supermarket	Active / operating	Luhanska	Stanychno-Luhanskyi	Vilkhove	Yes	48.67456490307601 39.566873386476516 78.98730532050597 8.0	48.6745649031	39.5668733865	78.9873053205	8.0		3990664	81c4316f-79db-4245-abd7-f38843b8cd71	2017-06-01T13:49:41	236
236	2017-06-01T12:57:08.172+03	2017-06-01T12:57:43.448+03	2017-06-01	354619078917589	SIEV_07	Аленка	Supermarket	Active / operating	Luhanska	Stanychno-Luhanskyi	Vilkhove	Yes	48.67435797882697 39.56543989953824 74.3715344365398 8.0	48.6743579788	39.5654398995	74.3715344365	8.0		3990665	5d4093a9-41bb-4ac0-b72f-43c59e1dc7ed	2017-06-01T13:49:41	237
237	2017-06-01T12:07:27.315+03	2017-06-01T12:08:47.309+03	2017-06-01	354619078917910	SIEV_04	Аптека	Pharmacy	Active / operating	Luhanska	Stanychno-Luhanskyi	Makarove	Yes	48.685594192269306 39.51868034981412 84.59871503085708 8.0	48.6855941923	39.5186803498	84.5987150309	8.0		3990773	4c30dd01-e286-4a7b-9537-0ab33661c86b	2017-06-01T14:00:34	238
238	2017-06-01T12:51:35.793+03	2017-06-01T12:53:32.682+03	2017-06-01	354619078917910	SIEV_04	Продукты магазин	Supermarket	Active / operating	Luhanska	Stanychno-Luhanskyi	Vilkhove	Yes	48.67423826774062 39.570134783421345 77.98336290272496 12.0	48.6742382677	39.5701347834	77.9833629027	12.0		3990775	1837adb0-53e1-4911-aeba-2bd4f8302ec8	2017-06-01T14:00:36	239
239	2017-06-01T12:54:44.686+03	2017-06-01T12:56:00.323+03	2017-06-01	354619078917910	SIEV_04	Аптека	Pharmacy	Active / operating	Luhanska	Stanychno-Luhanskyi	Vilkhove	Yes	48.67463012334937 39.566843410007515 87.95003449975587 8.0	48.6746301233	39.56684341	87.9500344998	8.0		3990776	8d577b8a-b6d3-4fea-8ee6-deae93093c99	2017-06-01T14:00:37	240
240	2017-06-01T12:06:38.581+03	2017-06-01T12:07:33.965+03	2017-06-01	354619079753785	Siev_01	Акватерм	Supermarket	Active / operating	Luhanska	Stanychno-Luhanskyi	Makarove	Yes	48.684318329857284 39.51799873948207 76.45532168195399 16.0	48.6843183299	39.5179987395	76.455321682	16.0		3990839	448f29a5-8363-4989-86fb-5f252cf3234c	2017-06-01T14:07:47	241
241	2017-06-01T12:09:10.176+03	2017-06-01T12:09:49.678+03	2017-06-01	354619079753785	Siev_01	Рынок	Marketplace	Destroyed	Luhanska	Stanychno-Luhanskyi	Makarove	Yes	48.685905261880386 39.51884234789632 99.1031159117995 12.0	48.6859052619	39.5188423479	99.1031159118	12.0		3990840	5e6b1bd0-45ee-4a8b-be14-79eaad91b89e	2017-06-01T14:07:48	242
242	2017-06-01T12:51:17.046+03	2017-06-01T12:52:05.280+03	2017-06-01	354619079753785	Siev_01	Продукты	Supermarket	Active / operating	Luhanska	Stanychno-Luhanskyi	Vilkhove	Yes	48.67532559657463 39.57305900969136 84.9728070208258 32.0	48.6753255966	39.5730590097	84.9728070208	32.0		3990843	34141c47-567a-41c5-875a-f15ac5604df8	2017-06-01T14:07:50	243
243	2017-06-01T12:55:51.570+03	2017-06-01T12:56:44.471+03	2017-06-01	354619079753785	Siev_01	Почта	Post office	Active / operating	Luhanska	Stanychno-Luhanskyi	Vilkhove	Yes	48.674192812643014 39.5663119262119 59.35364567712744 16.0	48.6741928126	39.5663119262	59.3536456771	16.0		3990844	64d305eb-4a39-4fcd-80d0-a51cebbb20b3	2017-06-01T14:07:51	244
244	2017-06-01T12:57:01.262+03	2017-06-01T12:57:41.249+03	2017-06-01	354619079753785	Siev_01	Ощадбанк	Bank	Active / operating	Luhanska	Stanychno-Luhanskyi	Vilkhove	Yes	48.67440902600782 39.56547861036662 80.12759120896548 16.0	48.674409026	39.5654786104	80.127591209	16.0		3990845	d8197f56-7cef-4d06-b752-53eefad5ffd8	2017-06-01T14:07:52	245
245	2017-06-02T09:40:13.239+03	2017-06-02T09:41:12.336+03	2017-06-02	354619079758131	Slov006	Магазин	Supermarket	Active / operating	Donetska	Volnovaskyi	Novohnativka	Yes	47.64253470125512 37.69554548667734 184.27740852652596 6.0	47.6425347013	37.6955454867	184.277408527	6.0		4008170	2b6556c7-3a61-47bc-a92d-62f537e0b657	2017-06-02T13:57:19	246
246	2017-06-02T09:34:37.375+03	2017-06-02T09:35:34.675+03	2017-06-02	354619079757273	Slov 003	Аптека	Pharmacy	Active / operating	Donetska	Volnovaskyi	Mykolaivka	Yes	47.654875187012 37.68096648700908 213.44858728964104 16.0	47.654875187	37.680966487	213.44858729	16.0		4008180	b396355a-53d5-4f27-a699-75f2f3da354a	2017-06-02T13:57:29	247
247	2017-06-02T10:04:25.054+03	2017-06-02T10:05:32.436+03	2017-06-02	354619079757273	Slov 003	Магазин продукты	Supermarket	Active / operating	Donetska	Volnovaskyi	Mykolaivka	Yes	47.653032971741524 37.68251573086442 180.20135440285262 12.0	47.6530329717	37.6825157309	180.201354403	12.0		4008183	2a5d77b0-7c30-4412-b221-60435202ffbc	2017-06-02T13:57:31	248
248	2017-06-02T10:09:29.720+03	2017-06-02T10:10:31.821+03	2017-06-02	354619079757273	Slov 003	Магазин	Supermarket	Closed permanently	Donetska	Volnovaskyi	Mykolaivka	Yes	47.65437193983275 37.67996635873143 191.65656265605924 32.0	47.6543719398	37.6799663587	191.656562656	32.0		4008187	903bfb1e-a2b2-4431-ba02-316afa4e0352	2017-06-02T13:57:32	249
249	2017-06-02T11:01:01.900+03	2017-06-02T11:01:52.737+03	2017-06-02	354619079757273	Slov 003	Магазин	Supermarket	Active / operating	Donetska	Volnovaskyi	Mykolaivka	Yes	47.65400554326414 37.68073493432922 195.1321678639649 16.0	47.6540055433	37.6807349343	195.132167864	16.0		4008196	a78a14fc-f046-4829-a907-90ea2f588940	2017-06-02T13:57:36	250
250	2017-06-02T11:16:23.826+03	2017-06-02T11:17:11.582+03	2017-06-02	354619079757273	Slov 003	Почта	Post office	Active / operating	Donetska	Volnovaskyi	Mykolaivka	Yes	47.652138738995006 37.6788409748687 202.33936165242903 16.0	47.652138739	37.6788409749	202.339361652	16.0		4008199	85b80525-0747-4bd8-9ba3-71ffc90baa81	2017-06-02T13:57:37	251
251	2017-06-02T10:49:27.731+03	2017-06-02T10:50:42.136+03	2017-06-02	354619079756564	Slov 004	Продукты магазин	Supermarket	Active / operating	Donetska	Volnovaskyi	Novohnativka	Yes	47.64462234396112 37.694834078799055 196.60100760806287 32.0	47.644622344	37.6948340788	196.601007608	32.0		4008362	c50a3113-d8e8-42cb-a4ce-d7e494e17fdb	2017-06-02T14:13:45	252
252	2017-06-06T13:51:19.000+03	2017-06-06T13:52:34.296+03	2017-06-06	354619078917589	SIEV_07	Школа	School	Closed permanently	Luhanska	Stanychno-Luhanskyi	Settlement is not on the list	Yes	48.84938993390616 39.183129370526046 57.915461348499335 6.0	48.8493899339	39.1831293705	57.9154613485	6.0		4059921	340b2f46-3770-4452-a376-3e3c6c8c8436	2017-06-06T13:06:44	253
253	2017-06-06T11:48:35.422+03	2017-06-06T11:50:24.112+03	2017-06-06	354619079759782	Slov007	АПТЕКА	Pharmacy	Active / operating	Donetska	Marinskyi	Marinka	Yes	47.94202692047148 37.50380132977122 180.96281743103248 16.0	47.9420269205	37.5038013298	180.962817431	16.0		4059925	0b65dd33-c559-4cee-9241-68840c9a159e	2017-06-06T13:07:03	254
254	2017-06-06T13:20:31.368+03	2017-06-06T13:21:11.908+03	2017-06-06	354619079758131	Slov006	Аптека	Pharmacy	Active / operating	Donetska	Marinskyi	Marinka	Yes	47.94214904142735 37.50369750674229 160.38559786989833 16.0	47.9421490414	37.5036975067	160.38559787	16.0		4059944	4822ce2c-1a83-45c0-a6f1-14d6f14d68c9	2017-06-06T13:08:11	255
255	2017-06-06T13:43:05.650+03	2017-06-06T13:43:48.379+03	2017-06-06	354619079758131	Slov006	Почта	Post office	Active / operating	Donetska	Marinskyi	Marinka	Yes	47.9395521116926 37.50176059411136 194.39577530195174 16.0	47.9395521117	37.5017605941	194.395775302	16.0		4059946	92a34f58-56d1-4ff3-aa1d-3b17a90603fd	2017-06-06T13:08:14	256
256	2017-06-06T11:19:23.307+03	2017-06-06T11:22:04.222+03	2017-06-06	354619078917910	SIEV_06	Магазин	Supermarket	Active / operating	Luhanska	Stanychno-Luhanskyi	Plotyna	No						Первомайская 44	4059992	51c15f41-ed36-4003-add5-457f3e2b1c4a	2017-06-06T13:11:43	257
257	2017-06-06T12:32:17.894+03	2017-06-06T12:33:32.359+03	2017-06-06	354619078917910	SIEV_04	Магазин	Supermarket	Active / operating	Luhanska	Stanychno-Luhanskyi	Plotyna	Yes	48.75142720413678 39.54595770471712 144.8628545562172 6.0	48.7514272041	39.5459577047	144.862854556	6.0		4059993	f7961ae1-f60c-4e6f-a6e0-9e9ee522c5e9	2017-06-06T13:11:44	258
258	2017-06-06T13:19:55.065+03	2017-06-06T16:22:13.431+03	2017-06-06	354619079752720	SIEV_05	Магазин	Supermarket	Active / operating	Luhanska	Stanychno-Luhanskyi	Settlement is not on the list	No						с.Воитово,ул.Центральная ,28	4060170	f964c063-8679-4698-96b1-743ce3d90bdb	2017-06-06T13:22:46	259
259	2017-06-06T11:19:00.292+03	2017-06-06T11:31:21.215+03	2017-06-06	354619078933503	Siev_06	Почта	Post office	Active / operating	Luhanska	Stanychno-Luhanskyi	Plotyna	Yes	48.796688938685435 39.48058350728107 109.51002845256141 6.0	48.7966889387	39.4805835073	109.510028453	6.0		4060184	71526f87-0a53-4023-b386-9551a91f0727	2017-06-06T13:23:58	260
260	2017-06-06T12:35:21.997+03	2017-06-06T12:39:11.150+03	2017-06-06	354619078933503	Siev_06	Почта	Post office	Active / operating	Luhanska	Stanychno-Luhanskyi	Settlement is not on the list	Yes	48.751425548780304 39.54260410006436 132.1787363257271 8.0	48.7514255488	39.5426041001	132.178736326	8.0		4060186	e2e527cf-ad73-4892-8549-85bec1a63b05	2017-06-06T13:23:59	261
261	2017-06-06T11:49:22.933+03	2017-06-06T11:51:29.717+03	2017-06-06	354619079756564	Slov 004	Рынок	Marketplace	Active / operating	Donetska	Marinskyi	Marinka	Yes	47.94188836806204 37.50336830974127 121.90958888478018 12.0	47.9418883681	37.5033683097	121.909588885	12.0		4060251	6dda2c49-914f-4b56-b464-a2b21a2f0cf0	2017-06-06T13:29:16	262
262	2017-06-06T13:40:04.929+03	2017-06-06T13:41:19.364+03	2017-06-06	354619079757273	Slov 003	Магазин продукты	Supermarket	Active / operating	Donetska	Marinskyi	Krasnohorivka	Yes	48.00375566977318 37.502223665637274 203.9777507995451 32.0	48.0037556698	37.5022236656	203.9777508	32.0		4060256	5347ff42-0219-448a-bdb2-38722b991623	2017-06-06T13:29:19	263
263	2017-06-06T13:02:19.196+03	2017-06-06T13:03:40.100+03	2017-06-06	354619079756564	Slov 004	Продукты	Supermarket	Active / operating	Donetska	Marinskyi	Marinka	Yes	47.93661955187701 37.50390183707272 151.01263360248507 48.0	47.9366195519	37.5039018371	151.012633602	48.0		4060258	3263e89a-7ff5-4efd-a2a8-b42d062cbc8d	2017-06-06T13:29:20	264
264	2017-06-06T13:41:33.174+03	2017-06-06T13:43:04.429+03	2017-06-06	354619079757273	Slov 003	Магазин хозтовары	Supermarket	Active / operating	Donetska	Marinskyi	Krasnohorivka	Yes	48.00391353942666 37.50206127078651 179.0853767204786 16.0	48.0039135394	37.5020612708	179.08537672	16.0		4060259	b433a5c3-916e-4ec9-aac7-9e45c6a5f4e0	2017-06-06T13:29:21	265
265	2017-06-06T13:29:36.219+03	2017-06-06T13:30:35.285+03	2017-06-06	354619079756564	Slov 004	Дельта банк	Bank	Closed permanently	Donetska	Marinskyi	Marinka	Yes	47.94215338737536 37.50499579880601 194.95157435763943 8.0	47.9421533874	37.5049957988	194.951574358	8.0		4060260	f0d15489-f640-4040-a2c5-c4d570a3851e	2017-06-06T13:29:21	266
266	2017-06-06T13:44:39.927+03	2017-06-06T13:45:31.128+03	2017-06-06	354619079757273	Slov 003	Магазин	Supermarket	Active / operating	Donetska	Marinskyi	Krasnohorivka	Yes	48.00430489717564 37.50026972503538 220.01341109134364 32.0	48.0043048972	37.500269725	220.013411091	32.0		4060261	929a7566-aff8-4394-8fcc-01c74023a0bc	2017-06-06T13:29:22	267
267	2017-06-06T14:07:18.922+03	2017-06-06T14:08:24.633+03	2017-06-06	354619079757273	Slov 003	Магазин Тепло	Supermarket	Active / operating	Donetska	Marinskyi	Krasnohorivka	Yes	47.99977649422666 37.51246484240181 197.98494166611238 32.0	47.9997764942	37.5124648424	197.984941666	32.0		4060263	93e7c1cd-db4a-4d73-a295-6d33fd9fcd5c	2017-06-06T13:29:23	268
268	2017-06-06T14:26:57.376+03	2017-06-06T14:28:14.269+03	2017-06-06	354619079757273	Slov 003	Ощад банк	Bank	Destroyed	Donetska	Marinskyi	Krasnohorivka	Yes	48.000181529576665 37.52278874537195 202.6461672149365 48.0	48.0001815296	37.5227887454	202.646167215	48.0		4060264	673a15cf-b4f2-49e3-aa40-128a7a55de20	2017-06-06T13:29:24	269
269	2017-06-06T14:29:44.134+03	2017-06-06T14:30:46.736+03	2017-06-06	354619079757273	Slov 003	Магазин АТБ	Supermarket	Destroyed	Donetska	Marinskyi	Krasnohorivka	Yes	48.00016145770161 37.52097674116766 234.02971328236725 32.0	48.0001614577	37.5209767412	234.029713282	32.0		4060266	e778d60c-6c5f-424e-9a81-a64722023145	2017-06-06T13:29:25	270
270	2017-06-06T14:31:33.149+03	2017-06-06T14:32:33.172+03	2017-06-06	354619079757273	Slov 003	Приват банк	Bank	Destroyed	Donetska	Marinskyi	Krasnohorivka	Yes	48.00015174268502 37.51916427954179 198.56271494080445 48.0	48.0001517427	37.5191642795	198.562714941	48.0		4060268	ca367d4b-b221-4a53-adc1-66ade41b9c83	2017-06-06T13:29:26	271
271	2017-06-06T14:34:11.422+03	2017-06-06T14:35:17.663+03	2017-06-06	354619079757273	Slov 003	Аптека	Pharmacy	Closed permanently	Donetska	Marinskyi	Krasnohorivka	Yes	48.00120998633397 37.5172894174462 175.28913617612938 8.0	48.0012099863	37.5172894174	175.289136176	8.0		4060269	a62a287a-49b5-4793-98d2-1d2f8b3590d2	2017-06-06T13:29:27	272
272	2017-06-06T14:35:48.835+03	2017-06-06T14:37:04.923+03	2017-06-06	354619079757273	Slov 003	Магазин лилия	Supermarket	Active / operating	Donetska	Marinskyi	Krasnohorivka	Yes	48.00131350516258 37.516181276099736 185.85459236020802 48.0	48.0013135052	37.5161812761	185.85459236	48.0		4060270	4af28533-2033-4ef6-a249-c1935925ec75	2017-06-06T13:29:29	273
273	2017-06-06T14:39:26.402+03	2017-06-06T14:40:21.739+03	2017-06-06	354619079757273	Slov 003	Аптека	Pharmacy	Active / operating	Donetska	Marinskyi	Krasnohorivka	Yes	48.00024822027423 37.52259535589959 222.000620749815 12.0	48.0002482203	37.5225953559	222.00062075	12.0		4060271	a098a97a-4288-4e62-9dfe-2bc5346aec18	2017-06-06T13:29:30	274
274	2017-06-06T15:03:10.255+03	2017-06-06T15:04:10.411+03	2017-06-06	354619079757273	Slov 003	Магазин продукты	Supermarket	Active / operating	Donetska	Marinskyi	Krasnohorivka	Yes	48.00456821667174 37.49717751600335 182.8437825339917 16.0	48.0045682167	37.497177516	182.843782534	16.0		4060272	bcc56f9c-7c25-45b0-91d6-480a794ed638	2017-06-06T13:29:31	275
275	2017-06-06T15:05:18.978+03	2017-06-06T15:06:10.805+03	2017-06-06	354619079757273	Slov 003	Аптека	Pharmacy	Active / operating	Donetska	Marinskyi	Krasnohorivka	Yes	48.00437082830161 37.49953740257303 201.5518143740587 8.0	48.0043708283	37.4995374026	201.551814374	8.0		4060273	0fc7c379-37fc-44ca-93df-5427e1a5453c	2017-06-06T13:29:32	276
276	2017-06-07T11:14:10.716+03	2017-06-07T11:16:20.661+03	2017-06-07	354619079759782	Slov.007	Ощадбанк.сберкасса	Post office	Destroyed	Donetska	Marinskyi	Stepne	Yes	47.79659349243186 37.55232052746972 159.78426379143164 32.0	47.7965934924	37.5523205275	159.784263791	32.0		4079759	c74b45f1-56b2-48c0-9bb8-0eebc29d0a3a	2017-06-07T13:47:19	277
277	2017-06-07T11:18:11.669+03	2017-06-07T11:19:34.143+03	2017-06-07	354619079759782	Slov.007	Магазин	Supermarket	Active / operating	Donetska	Marinskyi	Stepne	Yes	47.79775223859615 37.551489161359605 204.24084792384454 16.0	47.7977522386	37.5514891614	204.240847924	16.0		4079772	c5a2e2e7-3b40-4302-ab48-f083f424f94e	2017-06-07T13:48:54	278
