KOATUU;Relevant Community;question_id;question;response;Clarification;Number Responded
4423810100;Popasna;comm_q15;Have there been any heating shortages during the last winter?;Most of respondents 'No centralized heating in the community' and some of them 'No';Clarified;
4423810100;Popasna;comm_q17;Are construction materials available in the community markets or in nearby markets?;Almost fully available;Clarified;
4423810100;Popasna;comm_q3;Does the community have a local court?;Yes, functioning;Not needed;3
4423810100;Popasna;comm_q66;Are there any landmines/other ERW in community?;Landmines\EWR are present;Clarified;
4423810100;Popasna;comm_q69;Are there any child friendly space in the community?;Yes, sufficient;Clarified;
4423810100;Popasna;comm_q71;Are psycho-social support services available in the community?;Required;Clarified;
4423810100;Popasna;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;Weekly;Clarified;
4423810100;Popasna;comm_q73;What is the primary source of drinking water in the community?;Most of respondents 'piped drinking water' and some of them 'well';Clarified;
4423810100;Popasna;comm_q74;Do most households treat the water before drinking?;No;Clarified;
4423810500;Hirske;comm_q1;Does the community have a police station?;Yes, functioning;Clarified;
4423810500;Hirske;comm_q12;Have there been any electricity shortages in the last 3 months?;Most of respondents 'No' and some of them 'Yes, infrequently';Clarified;
4423810500;Hirske;comm_q13;Have there been any gas shortages in the last 3 months?;Most of respondents 'The community does not use gas' and some of them 'No';Clarified;
4423810500;Hirske;comm_q14;Have there been any water shortages in the past three months?;No;Not needed;3
4423810500;Hirske;comm_q15;Have there been any heating shortages during the last winter?;Equally distributed (look at the options);Clarified;
4423810500;Hirske;comm_q17;Are construction materials available in the community markets or in nearby markets?;Almost fully available;Clarified;
4423810500;Hirske;comm_q3;Does the community have a local court?;No;Not needed;3
4423810500;Hirske;comm_q66;Are there any landmines/other ERW in community?;Outside the city mined;Clarified;
4423810500;Hirske;comm_q69;Are there any child friendly space in the community?;Yes, insufficient;Not needed;3
4423810500;Hirske;comm_q71;Are psycho-social support services available in the community?;Required;Clarified;
4423810500;Hirske;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;Infrequently(Orikhovo village (part of Hirske));Clarified;
4423810500;Hirske;comm_q73;What is the primary source of drinking water in the community?;Most of respondents 'well' and some of them 'piped drinking water';Clarified;
4423810500;Hirske;comm_q74;Do most households treat the water before drinking?;Yes;Not needed;3
4423810800;Zolote (Rodina);comm_q1;Does the community have a police station?;No;Not needed;1
4423810800;Zolote (Rodina);comm_q12;Have there been any electricity shortages in the last 3 months?;No;Not needed;1
4423810800;Zolote (Rodina);comm_q13;Have there been any gas shortages in the last 3 months?;The community does not use gas;Not needed;1
4423810800;Zolote (Rodina);comm_q14;Have there been any water shortages in the past three months?;No;Not needed;1
4423810800;Zolote (Rodina);comm_q15;Have there been any heating shortages during the last winter?;No centralized heating in the community;Not needed;1
4423810800;Zolote (Rodina);comm_q17;Are construction materials available in the community markets or in nearby markets?;Not available;Not needed;1
4423810800;Zolote (Rodina);comm_q3;Does the community have a local court?;No;Not needed;1
4423810800;Zolote (Rodina);comm_q66;Are there any landmines/other ERW in community?;"Landmines\ERW are present;";Not needed;1
4423810800;Zolote (Rodina);comm_q69;Are there any child friendly space in the community?;No;Not needed;1
4423810800;Zolote (Rodina);comm_q71;Are psycho-social support services available in the community?;No, required;Not needed;1
4423810800;Zolote (Rodina);comm_q72;At which frequency has the community experienced shelling in the last 3 months?;Daily;Not needed;1
4423810800;Zolote (Rodina);comm_q73;What is the primary source of drinking water in the community?;piped drinking water;Not needed;1
4423810800;Zolote 1;comm_q1;Does the community have a police station?;No;Not needed;2
4423810800;Zolote 1;comm_q12;Have there been any electricity shortages in the last 3 months?;Equally 'No' and 'Yes, infrequently';Clarified;
4423810800;Zolote 1;comm_q13;Have there been any gas shortages in the last 3 months?;No;Not needed;2
4423810800;Zolote 1;comm_q14;Have there been any water shortages in the past three months?;Equally distributed (look at the options);Clarified;
4423810800;Zolote 1;comm_q15;Have there been any heating shortages during the last winter?;Equally distributed (look at the options);Clarified;
4423810800;Zolote 1;comm_q17;Are construction materials available in the community markets or in nearby markets?;Fully available;Not needed;2
4423810800;Zolote 1;comm_q3;Does the community have a local court?;No;Not needed;2
4423810800;Zolote 1;comm_q66;Are there any landmines/other ERW in community?;"Landmines\ERW are present;";Not needed;2
4423810800;Zolote 1;comm_q69;Are there any child friendly space in the community?;Yes, insufficient;Not needed;2
4423810800;Zolote 1;comm_q71;Are psycho-social support services available in the community?;Yes, insufficient;Clarified;
4423810800;Zolote 1;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;Infrequently. But this week almost every day;Clarified;
4423810800;Zolote 1;comm_q73;What is the primary source of drinking water in the community?;piped drinking water;Not needed;2
4423810800;Zolote 1;comm_q74;Do most households treat the water before drinking?;No;Clarified;
4423810800;Zolote 2;comm_q1;Does the community have a police station?;No;Not needed;4
4423810800;Zolote 2;comm_q12;Have there been any electricity shortages in the last 3 months?;Most of respondents 'Yes, infrequently' and some of them 'No';Clarified;
4423810800;Zolote 2;comm_q13;Have there been any gas shortages in the last 3 months?;No;Not needed;4
4423810800;Zolote 2;comm_q14;Have there been any water shortages in the past three months?;Most of respondents 'Yes, infrequently' and some of them 'No';Clarified;
4423810800;Zolote 2;comm_q15;Have there been any heating shortages during the last winter?;No centralized heating in the community;Not needed;4
4423810800;Zolote 2;comm_q17;Are construction materials available in the community markets or in nearby markets?;Fully available;Clarified;
4423810800;Zolote 2;comm_q3;Does the community have a local court?;No;Not needed;4
4423810800;Zolote 2;comm_q66;Are there any landmines/other ERW in community?;Landmines\ERW are present;Clarified;
4423810800;Zolote 2;comm_q69;Are there any child friendly space in the community?;Yes, insufficient;Clarified;
4423810800;Zolote 2;comm_q71;Are psycho-social support services available in the community?;Required;Clarified;
4423810800;Zolote 2;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;Infrequently. But this week almost every day;Clarified;
4423810800;Zolote 2;comm_q73;What is the primary source of drinking water in the community?;Equally 'piped drinking water' and 'well';Clarified;
4423810800;Zolote 2;comm_q74;Do most households treat the water before drinking?;No;Clarified;
4423810800;Zolote 3;comm_q1;Does the community have a police station?;No;Clarified;
4423810800;Zolote 3;comm_q12;Have there been any electricity shortages in the last 3 months?;Most of respondents 'No' and some of them 'Yes, infrequently';Clarified;
4423810800;Zolote 3;comm_q13;Have there been any gas shortages in the last 3 months?;The community does not use gas;Not needed;3
4423810800;Zolote 3;comm_q14;Have there been any water shortages in the past three months?;Most of respondents 'Yes, infrequently' and some of them 'No';Clarified;
4423810800;Zolote 3;comm_q15;Have there been any heating shortages during the last winter?;No centralized heating in the community;Not needed;3
4423810800;Zolote 3;comm_q17;Are construction materials available in the community markets or in nearby markets?;Limited availability;Clarified;
4423810800;Zolote 3;comm_q3;Does the community have a local court?;No;Not needed;3
4423810800;Zolote 3;comm_q66;Are there any landmines/other ERW in community?;Landmines\ERW are not present;Clarified;
4423810800;Zolote 3;comm_q69;Are there any child friendly space in the community?;Yes, insufficient;Clarified;
4423810800;Zolote 3;comm_q71;Are psycho-social support services available in the community?;Yes, sufficient;Not needed;2
4423810800;Zolote 3;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;Infrequently. But this week almost every day;Clarified;
4423810800;Zolote 3;comm_q73;What is the primary source of drinking water in the community?;Most of respondents 'bottled' and some of them 'piped drinking water';Clarified;
4423810800;Zolote 3;comm_q74;Do most households treat the water before drinking?;Yes;Not needed;1
4423810800;Zolote 4;comm_q1;Does the community have a police station?;No;Not needed;5
4423810800;Zolote 4;comm_q12;Have there been any electricity shortages in the last 3 months?;Most of respondents 'No' and some of them 'Yes, infrequently';Clarified;
4423810800;Zolote 4;comm_q13;Have there been any gas shortages in the last 3 months?;The community does not use gas;Not needed;5
4423810800;Zolote 4;comm_q14;Have there been any water shortages in the past three months?;Most of respondents 'Yes, infrequently' and some of them 'No';Clarified;
4423810800;Zolote 4;comm_q15;Have there been any heating shortages during the last winter?;No centralized heating in the community;Not needed;5
4423810800;Zolote 4;comm_q17;Are construction materials available in the community markets or in nearby markets?;Fully available;Clarified;
4423810800;Zolote 4;comm_q3;Does the community have a local court?;No;Not needed;5
4423810800;Zolote 4;comm_q66;Are there any landmines/other ERW in community?;Landmines\EWR are present;Clarified;
4423810800;Zolote 4;comm_q69;Are there any child friendly space in the community?;Very insufficient;Clarified;
4423810800;Zolote 4;comm_q71;Are psycho-social support services available in the community?;Yes, insufficient;Clarified;
4423810800;Zolote 4;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;Infrequently. But this week almost every day;Clarified;
4423810800;Zolote 4;comm_q73;What is the primary source of drinking water in the community?;piped drinking water;Not needed;5
4423810800;Zolote 4;comm_q74;Do most households treat the water before drinking?;Yes;Clarified;
4423856200;Vrubivka;comm_q1;Does the community have a police station?;No;Clarified;
4423856200;Vrubivka;comm_q12;Have there been any electricity shortages in the last 3 months?;Most of respondents 'No' and some of them 'Yes, infrequently';Clarified;
4423856200;Vrubivka;comm_q13;Have there been any gas shortages in the last 3 months?;No;Not needed;3
4423856200;Vrubivka;comm_q14;Have there been any water shortages in the past three months?;No;Not needed;3
4423856200;Vrubivka;comm_q15;Have there been any heating shortages during the last winter?;Most of respondents 'No' and some of them 'No centralized heating in the community';Clarified;
4423856200;Vrubivka;comm_q17;Are construction materials available in the community markets or in nearby markets?;Almost fully available;Clarified;
4423856200;Vrubivka;comm_q3;Does the community have a local court?;No;Not needed;3
4423856200;Vrubivka;comm_q66;Are there any landmines/other ERW in community?;Landmines\ERW are not present;Not needed;2
4423856200;Vrubivka;comm_q69;Are there any child friendly space in the community?;Very insufficient;Clarified;
4423856200;Vrubivka;comm_q71;Are psycho-social support services available in the community?;Yes, sufficient;Not needed;1
4423856200;Vrubivka;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;Not in last three months but has happened;Clarified;
4423856200;Vrubivka;comm_q73;What is the primary source of drinking water in the community?;piped drinking water;Not needed;3
4423856200;Vrubivka;comm_q74;Do most households treat the water before drinking?;No;Clarified;
4423856202;Novoivanivka;comm_q1;Does the community have a police station?;No;Not needed;3
4423856202;Novoivanivka;comm_q12;Have there been any electricity shortages in the last 3 months?;Most of respondents 'No' and some of them 'Yes, infrequently';Clarified;
4423856202;Novoivanivka;comm_q13;Have there been any gas shortages in the last 3 months?;The community does not use gas;Not needed;3
4423856202;Novoivanivka;comm_q14;Have there been any water shortages in the past three months?;The community has no water supply;Not needed;3
4423856202;Novoivanivka;comm_q15;Have there been any heating shortages during the last winter?;No centralized heating in the community;Not needed;3
4423856202;Novoivanivka;comm_q17;Are construction materials available in the community markets or in nearby markets?;Limited availability;Clarified;
4423856202;Novoivanivka;comm_q3;Does the community have a local court?;No;Not needed;3
4423856202;Novoivanivka;comm_q66;Are there any landmines/other ERW in community?;Landmines\ERW are not present;Not needed;3
4423856202;Novoivanivka;comm_q69;Are there any child friendly space in the community?;Very insufficient;Clarified;
4423856202;Novoivanivka;comm_q71;Are psycho-social support services available in the community?;Required;Clarified;
4423856202;Novoivanivka;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;Not in last three months but has happened;Clarified;
4423856202;Novoivanivka;comm_q73;What is the primary source of drinking water in the community?;well;Not needed;3
4423856202;Novoivanivka;comm_q74;Do most households treat the water before drinking?;No;Clarified;
4423856502;Novooleksandrivka;comm_q1;Does the community have a police station?;No;Not needed;1
4423856502;Novooleksandrivka;comm_q12;Have there been any electricity shortages in the last 3 months?;Yes, daily;Not needed;1
4423856502;Novooleksandrivka;comm_q13;Have there been any gas shortages in the last 3 months?;The community does not use gas;Not needed;1
4423856502;Novooleksandrivka;comm_q14;Have there been any water shortages in the past three months?;No;Not needed;1
4423856502;Novooleksandrivka;comm_q15;Have there been any heating shortages during the last winter?;No centralized heating in the community;Not needed;1
4423856502;Novooleksandrivka;comm_q17;Are construction materials available in the community markets or in nearby markets?;Fully available;Not needed;1
4423856502;Novooleksandrivka;comm_q3;Does the community have a local court?;No;Not needed;1
4423856502;Novooleksandrivka;comm_q66;Are there any landmines/other ERW in community?;"Landmines\ERW are present;";Not needed;1
4423856502;Novooleksandrivka;comm_q69;Are there any child friendly space in the community?;No;Not needed;1
4423856502;Novooleksandrivka;comm_q71;Are psycho-social support services available in the community?;No, required;Not needed;1
4423856502;Novooleksandrivka;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;Daily;Not needed;1
4423856502;Novooleksandrivka;comm_q73;What is the primary source of drinking water in the community?;well;Not needed;1
4423856502;Novooleksandrivka;comm_q74;Do most households treat the water before drinking?;No;Not needed;1
4423856900;Komyshuvakha;comm_q1;Does the community have a police station?;No. There is just a policaman who comes twice a week from Popasna;Clarified;
4423856900;Komyshuvakha;comm_q12;Have there been any electricity shortages in the last 3 months?;Most of respondents 'No' and some of them 'Yes, infrequently';Clarified;
4423856900;Komyshuvakha;comm_q13;Have there been any gas shortages in the last 3 months?;Equally distributed (look at the options);Clarified;
4423856900;Komyshuvakha;comm_q14;Have there been any water shortages in the past three months?;Most of respondents 'The community has no water supply' and some of them 'No';Clarified;
4423856900;Komyshuvakha;comm_q15;Have there been any heating shortages during the last winter?;Most of respondents 'No centralized heating in the community' and some of them 'No';Clarified;
4423856900;Komyshuvakha;comm_q17;Are construction materials available in the community markets or in nearby markets?;Limited availability;Clarified;
4423856900;Komyshuvakha;comm_q3;Does the community have a local court?;No;Clarified;
4423856900;Komyshuvakha;comm_q66;Are there any landmines/other ERW in community?;Landmines\ERW are not present;Clarified;
4423856900;Komyshuvakha;comm_q69;Are there any child friendly space in the community?;Yes, insufficient;Clarified;
4423856900;Komyshuvakha;comm_q71;Are psycho-social support services available in the community?;No;Clarified;
4423856900;Komyshuvakha;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;Not in last three months but has happened;Clarified;
4423856900;Komyshuvakha;comm_q73;What is the primary source of drinking water in the community?;Most of respondents 'well' and some of them 'piped drinking water';Clarified;
4423856900;Komyshuvakha;comm_q74;Do most households treat the water before drinking?;No;Clarified;
4423856901;Vyskryva;comm_q1;Does the community have a police station?;No;Not needed;4
4423856901;Vyskryva;comm_q12;Have there been any electricity shortages in the last 3 months?;Most of respondents 'No' and some of them 'Yes, infrequently';Clarified;
4423856901;Vyskryva;comm_q13;Have there been any gas shortages in the last 3 months?;The community does not use gas;Not needed;4
4423856901;Vyskryva;comm_q14;Have there been any water shortages in the past three months?;The community has no water supply;Not needed;4
4423856901;Vyskryva;comm_q15;Have there been any heating shortages during the last winter?;Most of respondents 'No centralized heating in the community' and some of them 'Yes, infrequently';Clarified;
4423856901;Vyskryva;comm_q17;Are construction materials available in the community markets or in nearby markets?;Almost fully available;Clarified;
4423856901;Vyskryva;comm_q3;Does the community have a local court?;No;Not needed;4
4423856901;Vyskryva;comm_q66;Are there any landmines/other ERW in community?;"Landmines\ERW are present;";Not needed;4
4423856901;Vyskryva;comm_q69;Are there any child friendly space in the community?;No;Not needed;4
4423856901;Vyskryva;comm_q71;Are psycho-social support services available in the community?;No, required;Not needed;4
4423856901;Vyskryva;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;Never happened;Clarified;
4423856901;Vyskryva;comm_q73;What is the primary source of drinking water in the community?;well;Not needed;4
4423856901;Vyskryva;comm_q74;Do most households treat the water before drinking?;No;Not needed;4
4423856902;Viktorivka;comm_q1;Does the community have a police station?;No;Not needed;3
4423856902;Viktorivka;comm_q12;Have there been any electricity shortages in the last 3 months?;Most of respondents 'Yes, infrequently' and some of them 'No';Clarified;
4423856902;Viktorivka;comm_q13;Have there been any gas shortages in the last 3 months?;The community does not use gas;Not needed;3
4423856902;Viktorivka;comm_q14;Have there been any water shortages in the past three months?;The community has no water supply;Not needed;3
4423856902;Viktorivka;comm_q15;Have there been any heating shortages during the last winter?;No centralized heating in the community;Not needed;3
4423856902;Viktorivka;comm_q17;Are construction materials available in the community markets or in nearby markets?;Not available;Clarified;
4423856902;Viktorivka;comm_q3;Does the community have a local court?;No;Not needed;3
4423856902;Viktorivka;comm_q66;Are there any landmines/other ERW in community?;Landmines\ERW are not present;Not needed;3
4423856902;Viktorivka;comm_q69;Are there any child friendly space in the community?;No;Not needed;3
4423856902;Viktorivka;comm_q71;Are psycho-social support services available in the community?;No, required;Clarified;
4423856902;Viktorivka;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;Never happened;Clarified;
4423856902;Viktorivka;comm_q73;What is the primary source of drinking water in the community?;well;Clarified;
4423856902;Viktorivka;comm_q74;Do most households treat the water before drinking?;No;Clarified;
4423856904;Druzhba;comm_q1;Does the community have a police station?;No;Not needed;2
4423856904;Druzhba;comm_q12;Have there been any electricity shortages in the last 3 months?;Equally 'No' and 'Yes, infrequently';Clarified;
4423856904;Druzhba;comm_q13;Have there been any gas shortages in the last 3 months?;The community does not use gas;Not needed;2
4423856904;Druzhba;comm_q14;Have there been any water shortages in the past three months?;Equally distributed (look at the options);Clarified;
4423856904;Druzhba;comm_q15;Have there been any heating shortages during the last winter?;No centralized heating in the community;Not needed;2
4423856904;Druzhba;comm_q17;Are construction materials available in the community markets or in nearby markets?;Not available;Not needed;2
4423856904;Druzhba;comm_q3;Does the community have a local court?;No;Not needed;2
4423856904;Druzhba;comm_q66;Are there any landmines/other ERW in community?;Landmines\ERW are not present;Not needed;2
4423856904;Druzhba;comm_q69;Are there any child friendly space in the community?;No;Not needed;2
4423856904;Druzhba;comm_q71;Are psycho-social support services available in the community?;No, not required;Not needed;2
4423856904;Druzhba;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;infrequently;Not needed;2
4423856904;Druzhba;comm_q73;What is the primary source of drinking water in the community?;well;Not needed;2
4423856904;Druzhba;comm_q74;Do most households treat the water before drinking?;No;Clarified;
4423856905;Nyrkove;comm_q1;Does the community have a police station?;No;Not needed;3
4423856905;Nyrkove;comm_q12;Have there been any electricity shortages in the last 3 months?;Most of respondents 'Yes, daily' and some of them 'Yes, weekly';Clarified;
4423856905;Nyrkove;comm_q13;Have there been any gas shortages in the last 3 months?;The community does not use gas;Not needed;3
4423856905;Nyrkove;comm_q14;Have there been any water shortages in the past three months?;The community has no water supply;Not needed;3
4423856905;Nyrkove;comm_q15;Have there been any heating shortages during the last winter?;Most of respondents 'No centralized heating in the community' and some of them 'Yes, infrequently';Clarified;
4423856905;Nyrkove;comm_q17;Are construction materials available in the community markets or in nearby markets?;Not available;Clarified;
4423856905;Nyrkove;comm_q3;Does the community have a local court?;No;Not needed;3
4423856905;Nyrkove;comm_q66;Are there any landmines/other ERW in community?;"Landmines\ERW are present;";Not needed;3
4423856905;Nyrkove;comm_q69;Are there any child friendly space in the community?;No;Not needed;3
4423856905;Nyrkove;comm_q71;Are psycho-social support services available in the community?;No, not required;Not needed;3
4423856905;Nyrkove;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;Daily;Not needed;3
4423856905;Nyrkove;comm_q73;What is the primary source of drinking water in the community?;well;Not needed;3
4423856905;Nyrkove;comm_q74;Do most households treat the water before drinking?;No;Not needed;3
4423856906;Oleksandropillia;comm_q1;Does the community have a police station?;No;Not needed;3
4423856906;Oleksandropillia;comm_q12;Have there been any electricity shortages in the last 3 months?;Equally distributed (look at the options);Clarified;
4423856906;Oleksandropillia;comm_q13;Have there been any gas shortages in the last 3 months?;No;Not needed;3
4423856906;Oleksandropillia;comm_q14;Have there been any water shortages in the past three months?;The community has no water supply;Not needed;3
4423856906;Oleksandropillia;comm_q15;Have there been any heating shortages during the last winter?;No centralized heating in the community;Not needed;3
4423856906;Oleksandropillia;comm_q17;Are construction materials available in the community markets or in nearby markets?;Almost fully available;Clarified;
4423856906;Oleksandropillia;comm_q3;Does the community have a local court?;No;Not needed;3
4423856906;Oleksandropillia;comm_q66;Are there any landmines/other ERW in community?;Landmines\ERW are not present;Clarified;
4423856906;Oleksandropillia;comm_q69;Are there any child friendly space in the community?;No;Not needed;3
4423856906;Oleksandropillia;comm_q71;Are psycho-social support services available in the community?;No, required;Not needed;2
4423856906;Oleksandropillia;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;Daily;Clarified;
4423856906;Oleksandropillia;comm_q73;What is the primary source of drinking water in the community?;well;Not needed;3
4423856906;Oleksandropillia;comm_q74;Do most households treat the water before drinking?;No;Not needed;3
4423857700;Nyzhnie;comm_q1;Does the community have a police station?;No;Not needed;3
4423857700;Nyzhnie;comm_q12;Have there been any electricity shortages in the last 3 months?;Most of respondents 'No' and some of them 'Yes, infrequently';Clarified;
4423857700;Nyzhnie;comm_q13;Have there been any gas shortages in the last 3 months?;No;Not needed;3
4423857700;Nyzhnie;comm_q14;Have there been any water shortages in the past three months?;Equally distributed (look at the options);Clarified;
4423857700;Nyzhnie;comm_q15;Have there been any heating shortages during the last winter?;Most of respondents 'No' and some of them 'No centralized heating in the community';Clarified;
4423857700;Nyzhnie;comm_q17;Are construction materials available in the community markets or in nearby markets?;Limited availability;Clarified;
4423857700;Nyzhnie;comm_q3;Does the community have a local court?;No;Not needed;3
4423857700;Nyzhnie;comm_q66;Are there any landmines/other ERW in community?;Landmines\ERW are not present;Not needed;1
4423857700;Nyzhnie;comm_q69;Are there any child friendly space in the community?;Yes, sufficient;Clarified;
4423857700;Nyzhnie;comm_q71;Are psycho-social support services available in the community?;No, required;Clarified;
4423857700;Nyzhnie;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;Not in last three months but has happened;Not needed;3
4423857700;Nyzhnie;comm_q73;What is the primary source of drinking water in the community?;Equally 'piped drinking water' and 'well';Clarified;
4423857700;Nyzhnie;comm_q74;Do most households treat the water before drinking?;Yes;Clarified;
4423857700;Nyzhnie (Svetlychne);comm_q1;Does the community have a police station?;No;Not needed;2
4423857700;Nyzhnie (Svetlychne);comm_q12;Have there been any electricity shortages in the last 3 months?;No;Not needed;3
4423857700;Nyzhnie (Svetlychne);comm_q13;Have there been any gas shortages in the last 3 months?;No;Not needed;3
4423857700;Nyzhnie (Svetlychne);comm_q14;Have there been any water shortages in the past three months?;No;Not needed;3
4423857700;Nyzhnie (Svetlychne);comm_q15;Have there been any heating shortages during the last winter?;Most of respondents 'No' and some of them 'No centralized heating in the community';Clarified;
4423857700;Nyzhnie (Svetlychne);comm_q17;Are construction materials available in the community markets or in nearby markets?;Not available;Not needed;3
4423857700;Nyzhnie (Svetlychne);comm_q3;Does the community have a local court?;No;Not needed;3
4423857700;Nyzhnie (Svetlychne);comm_q66;Are there any landmines/other ERW in community?;"Landmines\ERW are present;";Not needed;2
4423857700;Nyzhnie (Svetlychne);comm_q69;Are there any child friendly space in the community?;No;Not needed;3
4423857700;Nyzhnie (Svetlychne);comm_q71;Are psycho-social support services available in the community?;Required;Clarified;
4423857700;Nyzhnie (Svetlychne);comm_q72;At which frequency has the community experienced shelling in the last 3 months?;Daily;Not needed;3
4423857700;Nyzhnie (Svetlychne);comm_q73;What is the primary source of drinking water in the community?;piped drinking water;Not needed;3
4423857700;Nyzhnie (Svetlychne);comm_q74;Do most households treat the water before drinking?;Yes;Clarified;
4423857900;Novotoshkivske;comm_q1;Does the community have a police station?;No (but planned to open);Clarified;
4423857900;Novotoshkivske;comm_q12;Have there been any electricity shortages in the last 3 months?;Most of respondents 'No' and some of them 'Yes, infrequently';Clarified;
4423857900;Novotoshkivske;comm_q13;Have there been any gas shortages in the last 3 months?;The community does not use gas;Not needed;8
4423857900;Novotoshkivske;comm_q14;Have there been any water shortages in the past three months?;Most of respondents 'No' and some of them 'Yes, infrequently';Clarified;
4423857900;Novotoshkivske;comm_q15;Have there been any heating shortages during the last winter?;No centralized heating in the community;Not needed;8
4423857900;Novotoshkivske;comm_q17;Are construction materials available in the community markets or in nearby markets?;Fully available;Clarified;
4423857900;Novotoshkivske;comm_q3;Does the community have a local court?;No;Not needed;8
4423857900;Novotoshkivske;comm_q66;Are there any landmines/other ERW in community?;Landmines\EWR are present;Clarified;
4423857900;Novotoshkivske;comm_q69;Are there any child friendly space in the community?;Yes, insufficient;Clarified;
4423857900;Novotoshkivske;comm_q71;Are psycho-social support services available in the community?;Required;Clarified;
4423857900;Novotoshkivske;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;"""Frequently""";Clarified;
4423857900;Novotoshkivske;comm_q73;What is the primary source of drinking water in the community?;Most of respondents 'piped drinking water' and some of them 'well';Clarified;
4423857900;Novotoshkivske;comm_q74;Do most households treat the water before drinking?;No;Clarified;
4423881102;Katerynivka;comm_q1;Does the community have a police station?;No;Not needed;3
4423881102;Katerynivka;comm_q12;Have there been any electricity shortages in the last 3 months?;Most of respondents 'Yes, infrequently' and some of them 'Yes, weekly';Clarified;
4423881102;Katerynivka;comm_q13;Have there been any gas shortages in the last 3 months?;The community does not use gas;Not needed;3
4423881102;Katerynivka;comm_q14;Have there been any water shortages in the past three months?;The community has no water supply;Not needed;3
4423881102;Katerynivka;comm_q15;Have there been any heating shortages during the last winter?;No centralized heating in the community;Not needed;3
4423881102;Katerynivka;comm_q17;Are construction materials available in the community markets or in nearby markets?;Very limited availability;Clarified;
4423881102;Katerynivka;comm_q3;Does the community have a local court?;No;Not needed;3
4423881102;Katerynivka;comm_q66;Are there any landmines/other ERW in community?;"Landmines\ERW are present;";Not needed;3
4423881102;Katerynivka;comm_q69;Are there any child friendly space in the community?;No;Not needed;3
4423881102;Katerynivka;comm_q71;Are psycho-social support services available in the community?;Yes, insufficient;Clarified;
4423881102;Katerynivka;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;No answer;Clarified;
4423881102;Katerynivka;comm_q73;What is the primary source of drinking water in the community?;well;Not needed;3
4423881102;Katerynivka;comm_q74;Do most households treat the water before drinking?;No;Clarified;
4423881502;Orikhove;comm_q1;Does the community have a police station?;No;Not needed;2
4423881502;Orikhove;comm_q12;Have there been any electricity shortages in the last 3 months?;No;Not needed;2
4423881502;Orikhove;comm_q13;Have there been any gas shortages in the last 3 months?;The community does not use gas;Not needed;2
4423881502;Orikhove;comm_q14;Have there been any water shortages in the past three months?;Equally distributed (look at the options);Clarified;
4423881502;Orikhove;comm_q15;Have there been any heating shortages during the last winter?;No centralized heating in the community;Not needed;2
4423881502;Orikhove;comm_q17;Are construction materials available in the community markets or in nearby markets?;Not available;Not needed;2
4423881502;Orikhove;comm_q3;Does the community have a local court?;No;Not needed;2
4423881502;Orikhove;comm_q66;Are there any landmines/other ERW in community?;"Landmines\ERW are present;";Not needed;1
4423881502;Orikhove;comm_q69;Are there any child friendly space in the community?;Insufficient;Clarified;
4423881502;Orikhove;comm_q71;Are psycho-social support services available in the community?;Yes, sufficient;Not needed;2
4423881502;Orikhove;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;Daily;Not needed;2
4423881502;Orikhove;comm_q73;What is the primary source of drinking water in the community?;well;Not needed;2
4423881502;Orikhove;comm_q74;Do most households treat the water before drinking?;No;Not needed;2
4423885201;Troitske;comm_q1;Does the community have a police station?;No;Not needed;3
4423885201;Troitske;comm_q12;Have there been any electricity shortages in the last 3 months?;Most of respondents 'Yes, infrequently' and some of them 'No';Clarified;
4423885201;Troitske;comm_q13;Have there been any gas shortages in the last 3 months?;The community does not use gas;Not needed;3
4423885201;Troitske;comm_q14;Have there been any water shortages in the past three months?;Most of respondents 'The community has no water supply' and some of them 'Yes, infrequently';Clarified;
4423885201;Troitske;comm_q15;Have there been any heating shortages during the last winter?;No centralized heating in the community;Not needed;3
4423885201;Troitske;comm_q17;Are construction materials available in the community markets or in nearby markets?;Not available;Not needed;3
4423885201;Troitske;comm_q3;Does the community have a local court?;No;Not needed;3
4423885201;Troitske;comm_q66;Are there any landmines/other ERW in community?;"Landmines\ERW are present;";Not needed;3
4423885201;Troitske;comm_q69;Are there any child friendly space in the community?;Yes, insufficient;Clarified;
4423885201;Troitske;comm_q71;Are psycho-social support services available in the community?;Yes, insufficient;Clarified;
4423885201;Troitske;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;Daily;Clarified;
